symbol;date;open;high;low;close;adjusted_close;volume
AFMA.BC;16/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;17/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;18/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;21/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;22/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;23/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;24/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;25/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;28/02/2022;1389;1389;1389;1389;1389;1
AFMA.BC;01/03/2022;1389;1389;1389;1389;1389;1
AFMA.BC;02/03/2022;1389;1409;1389;1409;1409;1
AFMA.BC;03/03/2022;1409;1409;1389;1389;1389;1
AFMA.BC;04/03/2022;1389;1389;1389;1389;1389;1
AFMA.BC;07/03/2022;1389;1389;1389;1389;1389;1
AFMA.BC;08/03/2022;1389;1389;1387;1387;1387;1
AFMA.BC;09/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;10/03/2022;1387;1387;1380;1380;1380;1
AFMA.BC;11/03/2022;1380;1387;1380;1387;1387;1
AFMA.BC;14/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;15/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;16/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;17/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;18/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;21/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;22/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;23/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;24/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;25/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;28/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;29/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;30/03/2022;1387;1387;1387;1387;1387;1
AFMA.BC;31/03/2022;1387;1388;1387;1388;1388;1
AFMA.BC;01/04/2022;1388;1390;1388;1390;1390;1
AFMA.BC;04/04/2022;1390;1394;1390;1394;1394;1
AFMA.BC;05/04/2022;1394;1396;1394;1396;1396;1
AFMA.BC;06/04/2022;1396;1399;1396;1399;1399;1
AFMA.BC;07/04/2022;1399;1400;1399;1400;1400;19
AFMA.BC;08/04/2022;1400;1400;1399;1399;1399;1
AFMA.BC;11/04/2022;1399;1399;1399;1399;1399;1
AFMA.BC;12/04/2022;1399;1399;1399;1399;1399;1
AFMA.BC;13/04/2022;1399;1399;1372;1372;1372;14
AFMA.BC;14/04/2022;1372;1372;1372;1372;1372;150
AFMA.BC;15/04/2022;1372;1372;1308;1308;1308;150
AFMA.BC;18/04/2022;1308;1335;1308;1335;1335;1
AFMA.BC;19/04/2022;1335;1355;1335;1355;1355;1
AFMA.BC;20/04/2022;1355;1355;1355;1355;1355;1
AFMA.BC;21/04/2022;1355;1355;1350;1350;1350;1
AFMA.BC;22/04/2022;1350;1359;1350;1359;1359;2
AFMA.BC;25/04/2022;1359;1359;1355;1355;1355;8
AFMA.BC;26/04/2022;1355;1360;1355;1360;1360;5
AFMA.BC;27/04/2022;1360;1360;1359;1359;1359;1
AFMA.BC;28/04/2022;1359;1359;1359;1359;1359;1
AFMA.BC;29/04/2022;1359;1359;1359;1359;1359;1
AFMA.BC;04/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;05/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;06/05/2022;1359;1359;1359;1359;1359;8
AFMA.BC;09/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;10/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;11/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;12/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;13/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;16/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;17/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;18/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;19/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;20/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;23/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;24/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;25/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;26/05/2022;1359;1359;1359;1359;1359;1
AFMA.BC;27/05/2022;1359;1359;1332;1332;1332;20
AFMA.BC;30/05/2022;1332;1333;1332;1333;1333;1
AFMA.BC;31/05/2022;1333;1333;1332;1332;1332;1
AFMA.BC;01/06/2022;1332;1333;1332;1333;1333;1
AFMA.BC;02/06/2022;1333;1335;1333;1335;1335;1
AFMA.BC;03/06/2022;1335;1361;1335;1361;1361;20
AFMA.BC;06/06/2022;1361;1361;1337;1337;1337;800
AFMA.BC;07/06/2022;1337;1340;1337;1340;1340;1
AFMA.BC;08/06/2022;1340;1341;1340;1341;1341;1
AFMA.BC;09/06/2022;1341;1344;1341;1344;1344;1
AFMA.BC;10/06/2022;1344;1370;1344;1370;1370;25
AFMA.BC;13/06/2022;1370;1370;1370;1370;1370;1
AFMA.BC;14/06/2022;1370;1370;1344;1344;1344;1
AFMA.BC;15/06/2022;1344;1360;1344;1360;1360;1
AFMA.BC;16/06/2022;1360;1360;1360;1360;1360;1
AFMA.BC;17/06/2022;1360;1360;1330;1337;1337;3069
AFMA.BC;20/06/2022;1337;1344;1337;1344;1344;1
AFMA.BC;21/06/2022;1344;1345;1344;1345;1345;1
AFMA.BC;22/06/2022;1345;1346;1345;1346;1346;1
AFMA.BC;23/06/2022;1346;1346;1346;1346;1346;1
AFMA.BC;24/06/2022;1346;1372;1346;1372;1372;21
AFMA.BC;27/06/2022;1372;1372;1372;1372;1372;1
AFMA.BC;28/06/2022;1372;1372;1372;1372;1372;1
AFMA.BC;29/06/2022;1372;1372;1372;1372;1372;1
AFMA.BC;30/06/2022;1372;1372;1372;1372;1372;1
AFMA.BC;01/07/2022;1372;1399;1372;1399;1399;19
AFMA.BC;04/07/2022;1399;1399;1399;1399;1399;1
AFMA.BC;05/07/2022;1399;1399;1399;1399;1399;1
AFMA.BC;06/07/2022;1399;1399;1399;1399;1399;1
AFMA.BC;07/07/2022;1399;1399;1399;1399;1399;1
AFMA.BC;08/07/2022;1399;1399;1399;1399;1399;1
AFMA.BC;12/07/2022;1399;1399;1345;1345;1345;1
AFMA.BC;13/07/2022;1345;1345;1345;1345;1345;1
AFMA.BC;14/07/2022;1345;1371;1345;1371;1371;20
AFMA.BC;15/07/2022;1371;1400;1371;1400;1400;70
AFMA.BC;18/07/2022;1400;1424;1400;1424;1424;1
AFMA.BC;19/07/2022;1424;1451;1424;1451;1451;1
AFMA.BC;20/07/2022;1451;1451;1450;1450;1450;1
AFMA.BC;21/07/2022;1450;1450;1449;1449;1449;1
AFMA.BC;22/07/2022;1449;1449;1440;1440;1440;1
AFMA.BC;25/07/2022;1440;1440;1440;1440;1440;1
AFMA.BC;26/07/2022;1440;1440;1412;1412;1412;10
AFMA.BC;27/07/2022;1412;1429;1412;1429;1429;1
AFMA.BC;28/07/2022;1429;1429;1429;1429;1429;1
AFMA.BC;29/07/2022;1429;1429;1429;1429;1429;1
AFMA.BC;01/08/2022;1429;1429;1429;1429;1429;1
AFMA.BC;02/08/2022;1429;1429;1429;1429;1429;1
AFMA.BC;03/08/2022;1429;1429;1429;1429;1429;1
AFMA.BC;04/08/2022;1429;1429;1429;1429;1429;1
AFMA.BC;05/08/2022;1429;1457;1429;1457;1457;20
AFMA.BC;08/08/2022;1457;1458;1457;1458;1458;1
AFMA.BC;09/08/2022;1458;1458;1457;1457;1457;1
AFMA.BC;10/08/2022;1457;1457;1457;1457;1457;1
AFMA.BC;11/08/2022;1457;1458;1457;1458;1458;1
AFMA.BC;12/08/2022;1458;1486;1458;1486;1486;31
AFMA.BC;15/08/2022;1486;1486;1479;1479;1479;1
AFMA.BC;16/08/2022;1479;1479;1479;1479;1479;1
AFMA.BC;17/08/2022;1479;1479;1479;1479;1479;1
AFMA.BC;18/08/2022;1479;1479;1479;1479;1479;1
AFMA.BC;19/08/2022;1479;1500;1479;1500;1500;1
AFMA.BC;22/08/2022;1500;1500;1500;1500;1500;1
AFMA.BC;23/08/2022;1500;1500;1500;1500;1500;2
AFMA.BC;24/08/2022;1500;1508;1500;1508;1508;3
AFMA.BC;25/08/2022;1508;1508;1479;1479;1479;1
AFMA.BC;26/08/2022;1479;1479;1478;1478;1478;18
AFMA.BC;29/08/2022;1478;1481;1478;1481;1481;1
AFMA.BC;30/08/2022;1481;1481;1481;1481;1481;1
AFMA.BC;31/08/2022;1481;1481;1481;1481;1481;1
AFMA.BC;01/09/2022;1481;1481;1451;1451;1451;180
AFMA.BC;02/09/2022;1451;1477;1451;1477;1477;30
AFMA.BC;05/09/2022;1477;1477;1433;1433;1433;29
AFMA.BC;06/09/2022;1433;1433;1425;1425;1425;31
AFMA.BC;07/09/2022;1425;1425;1425;1425;1425;1
AFMA.BC;08/09/2022;1425;1425;1425;1425;1425;1
AFMA.BC;09/09/2022;1425;1448;1425;1425;1425;115
AFMA.BC;12/09/2022;1425;1425;1411;1411;1411;1
AFMA.BC;13/09/2022;1411;1411;1411;1411;1411;1
AFMA.BC;14/09/2022;1411;1411;1411;1411;1411;1
AFMA.BC;15/09/2022;1411;1411;1411;1411;1411;1
AFMA.BC;16/09/2022;1411;1450;1411;1450;1450;242
AFMA.BC;19/09/2022;1450;1450;1421;1421;1421;2
AFMA.BC;20/09/2022;1421;1422;1421;1422;1422;1
AFMA.BC;21/09/2022;1422;1423;1422;1423;1423;1
AFMA.BC;22/09/2022;1423;1423;1403;1403;1403;32
AFMA.BC;23/09/2022;1403;1403;1400;1400;1400;1
AFMA.BC;26/09/2022;1400;1401;1400;1401;1401;1
AFMA.BC;27/09/2022;1401;1405;1401;1405;1405;1
AFMA.BC;28/09/2022;1405;1405;1381;1381;1381;1
AFMA.BC;29/09/2022;1381;1381;1315;1315;1315;32
AFMA.BC;30/09/2022;1315;1315;1290;1290;1290;92
AFMA.BC;03/10/2022;1290;1296;1290;1296;1296;1
AFMA.BC;04/10/2022;1296;1301;1296;1301;1301;1
AFMA.BC;05/10/2022;1301;1311;1301;1311;1311;1
AFMA.BC;06/10/2022;1311;1315;1311;1315;1315;31
AFMA.BC;07/10/2022;1315;1320;1315;1320;1320;1
AFMA.BC;11/10/2022;1320;1330;1320;1330;1330;1
AFMA.BC;12/10/2022;1330;1336;1330;1336;1336;1
AFMA.BC;13/10/2022;1336;1336;1336;1336;1336;1
AFMA.BC;14/10/2022;1336;1336;1300;1300;1300;300
AFMA.BC;17/10/2022;1300;1305;1300;1305;1305;1
AFMA.BC;18/10/2022;1305;1305;1305;1305;1305;1
AFMA.BC;19/10/2022;1305;1305;1305;1305;1305;1
AFMA.BC;20/10/2022;1305;1305;1270;1280;1280;124
AFMA.BC;21/10/2022;1280;1300;1280;1300;1300;10
AFMA.BC;24/10/2022;1300;1300;1300;1300;1300;1
AFMA.BC;25/10/2022;1300;1305;1300;1305;1305;1
AFMA.BC;26/10/2022;1305;1310;1305;1310;1310;1
AFMA.BC;27/10/2022;1310;1310;1305;1305;1305;1
AFMA.BC;28/10/2022;1305;1320;1266;1320;1320;79
AFMA.BC;31/10/2022;1320;1341;1320;1341;1341;7
AFMA.BC;01/11/2022;1341;1341;1321;1321;1321;1
AFMA.BC;02/11/2022;1321;1321;1321;1321;1321;1
AFMA.BC;03/11/2022;1321;1321;1300;1300;1300;32
AFMA.BC;04/11/2022;1300;1326;1300;1326;1326;21
AFMA.BC;07/11/2022;1326;1326;1326;1326;1326;1
AFMA.BC;08/11/2022;1326;1326;1326;1326;1326;1
AFMA.BC;09/11/2022;1326;1326;1326;1326;1326;1
AFMA.BC;10/11/2022;1326;1326;1300;1300;1300;22
AFMA.BC;11/11/2022;1300;1326;1300;1326;1326;10
AFMA.BC;14/11/2022;1326;1326;1315;1315;1315;1
AFMA.BC;15/11/2022;1315;1315;1315;1315;1315;1
AFMA.BC;16/11/2022;1315;1315;1315;1315;1315;1
AFMA.BC;17/11/2022;1315;1315;1290;1290;1290;22
AFMA.BC;21/11/2022;1290;1320;1290;1320;1320;10
AFMA.BC;22/11/2022;1320;1326;1320;1326;1326;1
AFMA.BC;23/11/2022;1326;1326;1326;1326;1326;1
AFMA.BC;24/11/2022;1326;1326;1300;1300;1300;26
AFMA.BC;25/11/2022;1300;1326;1300;1326;1326;10
AFMA.BC;28/11/2022;1326;1326;1326;1326;1326;1
AFMA.BC;29/11/2022;1326;1326;1300;1300;1300;22
AFMA.BC;30/11/2022;1300;1300;1300;1300;1300;1
AFMA.BC;01/12/2022;1300;1300;1275;1275;1275;23
AFMA.BC;02/12/2022;1275;1300;1275;1300;1300;11
AFMA.BC;05/12/2022;1300;1315;1300;1315;1315;1
AFMA.BC;06/12/2022;1315;1315;1300;1300;1300;25
AFMA.BC;07/12/2022;1300;1300;1300;1300;1300;1
AFMA.BC;08/12/2022;1300;1300;1300;1300;1300;1
AFMA.BC;09/12/2022;1300;1300;1300;1300;1300;1
AFMA.BC;12/12/2022;1300;1300;1300;1300;1300;1
AFMA.BC;13/12/2022;1300;1315;1300;1315;1315;1
AFMA.BC;14/12/2022;1315;1315;1315;1315;1315;1
AFMA.BC;15/12/2022;1315;1315;1315;1315;1315;1
AFMA.BC;16/12/2022;1315;1315;1315;1315;1315;1
AFMA.BC;19/12/2022;1315;1326;1315;1326;1326;1
AFMA.BC;20/12/2022;1326;1326;1326;1326;1326;1
AFMA.BC;21/12/2022;1326;1326;1300;1300;1300;20
AFMA.BC;22/12/2022;1300;1300;1300;1300;1300;1
AFMA.BC;23/12/2022;1300;1300;1290;1290;1290;20
AFMA.BC;26/12/2022;1290;1300;1290;1300;1300;1
AFMA.BC;27/12/2022;1300;1315;1300;1315;1315;1
AFMA.BC;28/12/2022;1315;1315;1315;1315;1315;1
AFMA.BC;29/12/2022;1315;1320;1290;1320;1320;856
AFMA.BC;30/12/2022;1320;1320;1300;1300;1300;20
AFMA.BC;02/01/2023;1300;1300;1300;1300;1300;1
AFMA.BC;03/01/2023;1300;1300;1237;1237;1237;22
AFMA.BC;04/01/2023;1237;1250;1237;1250;1250;1
AFMA.BC;05/01/2023;1250;1250;1226;1226;1226;20
AFMA.BC;06/01/2023;1226;1250;1226;1250;1250;1
AFMA.BC;09/01/2023;1250;1250;1250;1250;1250;1
AFMA.BC;10/01/2023;1250;1260;1250;1260;1260;1
AFMA.BC;12/01/2023;1260;1260;1260;1260;1260;1
AFMA.BC;13/01/2023;1260;1260;1260;1260;1260;1
AFMA.BC;16/01/2023;1260;1270;1260;1270;1270;1
AFMA.BC;17/01/2023;1270;1270;1270;1270;1270;1
AFMA.BC;18/01/2023;1270;1270;1256;1256;1256;20
AFMA.BC;19/01/2023;1256;1260;1256;1260;1260;1
AFMA.BC;20/01/2023;1260;1260;1236;1236;1236;9
AFMA.BC;23/01/2023;1236;1260;1236;1260;1260;1
AFMA.BC;24/01/2023;1260;1270;1260;1270;1270;1
AFMA.BC;25/01/2023;1270;1281;1270;1281;1281;1
AFMA.BC;26/01/2023;1281;1281;1260;1260;1260;21
AFMA.BC;27/01/2023;1260;1260;1260;1260;1260;1
AFMA.BC;30/01/2023;1260;1260;1260;1260;1260;1
AFMA.BC;31/01/2023;1260;1260;1260;1260;1260;1
AFMA.BC;01/02/2023;1260;1260;1260;1260;1260;1
AFMA.BC;02/02/2023;1260;1261;1260;1261;1261;1
AFMA.BC;03/02/2023;1261;1261;1260;1260;1260;1
AFMA.BC;06/02/2023;1260;1260;1260;1260;1260;9
AFMA.BC;07/02/2023;1260;1260;1260;1260;1260;20
AFMA.BC;08/02/2023;1260;1261;1260;1261;1261;1
AFMA.BC;09/02/2023;1261;1261;1261;1261;1261;1
AFMA.BC;10/02/2023;1261;1261;1261;1261;1261;1
AFMA.BC;13/02/2023;1261;1261;1250;1250;1250;5
AFMA.BC;14/02/2023;1250;1275;1250;1275;1275;1
AFMA.BC;15/02/2023;1275;1275;1275;1275;1275;1
AFMA.BC;16/02/2023;1275;1275;1275;1275;1275;1
AFMA.BC;17/02/2023;1275;1275;1275;1275;1275;1
AFMA.BC;20/02/2023;1275;1275;1250;1250;1250;20
AFMA.BC;21/02/2023;1250;1251;1250;1250;1250;40
AFMA.BC;22/02/2023;1250;1250;1224;1224;1224;1
AFMA.BC;23/02/2023;1224;1248;1224;1248;1248;1
AFMA.BC;24/02/2023;1248;1264;1248;1264;1264;1
AFMA.BC;27/02/2023;1264;1264;1264;1264;1264;1
AFMA.BC;28/02/2023;1264;1270;1264;1270;1270;1
AFMA.BC;01/03/2023;1270;1271;1270;1271;1271;1
AFMA.BC;02/03/2023;1271;1271;1271;1271;1271;20
AFMA.BC;03/03/2023;1271;1271;1271;1271;1271;20
AFMA.BC;06/03/2023;1271;1296;1271;1296;1296;1
AFMA.BC;07/03/2023;1296;1305;1296;1305;1305;1
AFMA.BC;08/03/2023;1305;1305;1305;1305;1305;1
AFMA.BC;09/03/2023;1305;1305;1305;1305;1305;1
AFMA.BC;10/03/2023;1305;1305;1305;1305;1305;1
AFMA.BC;13/03/2023;1305;1305;1305;1305;1305;1
AFMA.BC;14/03/2023;1305;1305;1305;1305;1305;1
AFMA.BC;15/03/2023;1305;1305;1300;1300;1300;20
AFMA.BC;16/03/2023;1300;1315;1300;1315;1315;1
AFMA.BC;17/03/2023;1315;1315;1310;1310;1310;1
AFMA.BC;20/03/2023;1310;1310;1310;1310;1310;1
AFMA.BC;21/03/2023;1310;1310;1306;1306;1306;1
AFMA.BC;22/03/2023;1306;1306;1306;1306;1306;1
AFMA.BC;23/03/2023;1306;1306;1285;1285;1285;20
AFMA.BC;24/03/2023;1285;1310;1285;1310;1310;1
AFMA.BC;27/03/2023;1310;1310;1300;1300;1300;1
AFMA.BC;28/03/2023;1300;1300;1300;1300;1300;1
AFMA.BC;29/03/2023;1300;1300;1300;1300;1300;1
AFMA.BC;30/03/2023;1300;1300;1275;1275;1275;4090
AFMA.BC;31/03/2023;1275;1275;1275;1275;1275;1570
AFMA.BC;03/04/2023;1275;1275;1275;1275;1275;28253
AFMA.BC;04/04/2023;1275;1295;1275;1295;1295;1
AFMA.BC;05/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;06/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;07/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;10/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;11/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;12/04/2023;1295;1295;1275;1275;1275;38201
AFMA.BC;13/04/2023;1275;1275;1275;1275;1275;1
AFMA.BC;14/04/2023;1275;1275;1275;1275;1275;1
AFMA.BC;17/04/2023;1275;1275;1275;1275;1275;1
AFMA.BC;18/04/2023;1275;1285;1275;1285;1285;1
AFMA.BC;19/04/2023;1285;1285;1285;1285;1285;1
AFMA.BC;20/04/2023;1285;1295;1285;1295;1295;1
AFMA.BC;21/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;25/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;26/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;27/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;28/04/2023;1295;1295;1295;1295;1295;1
AFMA.BC;02/05/2023;1295;1295;1285;1285;1285;1
AFMA.BC;03/05/2023;1285;1285;1285;1285;1285;1
AFMA.BC;04/05/2023;1285;1285;1285;1285;1285;1
AFMA.BC;05/05/2023;1285;1285;1260;1260;1260;10
AFMA.BC;08/05/2023;1260;1275;1260;1275;1275;1
AFMA.BC;09/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;10/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;11/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;12/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;15/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;16/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;17/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;18/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;19/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;22/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;23/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;24/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;25/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;26/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;29/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;30/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;31/05/2023;1275;1275;1275;1275;1275;1
AFMA.BC;01/06/2023;1275;1285;1275;1285;1285;1
AFMA.BC;02/06/2023;1285;1300;1285;1300;1300;1
AFMA.BC;05/06/2023;1300;1300;1275;1275;1275;20
AFMA.BC;06/06/2023;1275;1275;1275;1275;1275;1
AFMA.BC;07/06/2023;1275;1275;1275;1275;1275;1
AFMA.BC;08/06/2023;1275;1275;1275;1275;1275;1
AFMA.BC;09/06/2023;1275;1275;1250;1250;1250;20
AFMA.BC;12/06/2023;1250;1250;1250;1250;1250;1
AFMA.BC;13/06/2023;1250;1250;1250;1250;1250;1
AFMA.BC;14/06/2023;1250;1250;1250;1250;1250;22
AFMA.BC;15/06/2023;1250;1254;1250;1254;1254;1
AFMA.BC;16/06/2023;1254;1254;1250;1250;1250;1
AFMA.BC;19/06/2023;1250;1254;1250;1254;1254;1
AFMA.BC;20/06/2023;1254;1254;1254;1254;1254;1
AFMA.BC;21/06/2023;1254;1254;1254;1254;1254;1
AFMA.BC;22/06/2023;1254;1254;1254;1254;1254;1
AFMA.BC;23/06/2023;1254;1255;1254;1255;1255;1
AFMA.BC;26/06/2023;1255;1255;1255;1255;1255;1
AFMA.BC;27/06/2023;1255;1255;1230;1230;1230;20
AFMA.BC;28/06/2023;1230;1230;1200;1200;1200;874
AFMA.BC;03/07/2023;1200;1224;1200;1224;1224;1
AFMA.BC;04/07/2023;1224;1248;1224;1248;1248;1
AFMA.BC;05/07/2023;1248;1254;1248;1254;1254;1
AFMA.BC;06/07/2023;1254;1254;1236;1236;1236;44
AFMA.BC;07/07/2023;1236;1254;1236;1254;1254;1
AFMA.BC;10/07/2023;1254;1279;1254;1279;1279;3
AFMA.BC;11/07/2023;1279;1279;1275;1275;1275;1
AFMA.BC;12/07/2023;1275;1275;1275;1275;1275;1
AFMA.BC;13/07/2023;1275;1275;1275;1275;1275;1
AFMA.BC;14/07/2023;1275;1275;1250;1250;1250;1
AFMA.BC;17/07/2023;1250;1250;1220;1220;1220;3
AFMA.BC;18/07/2023;1220;1239;1220;1239;1239;1
AFMA.BC;21/07/2023;1254;1254;1254;1254;1254;1
AFMA.BC;24/07/2023;1254;1254;1254;1254;1254;1
AFMA.BC;25/07/2023;1254;1254;1254;1254;1254;1
AFMA.BC;26/07/2023;1254;1254;1254;1254;1254;1
AFMA.BC;27/07/2023;1254;1278;1254;1261;1261;6
AFMA.BC;28/07/2023;1261;1261;1261;1261;1261;1
AFMA.BC;31/07/2023;1261;1264;1261;1264;1264;5
AFMA.BC;01/08/2023;1264;1264;1264;1264;1264;1
AFMA.BC;02/08/2023;1264;1300;1264;1300;1300;30
AFMA.BC;03/08/2023;1300;1300;1293;1293;1293;1
AFMA.BC;04/08/2023;1293;1300;1293;1300;1300;1
AFMA.BC;07/08/2023;1300;1305;1300;1305;1305;1
AFMA.BC;08/08/2023;1305;1315;1305;1315;1315;1
AFMA.BC;09/08/2023;1315;1315;1314;1314;1314;1
AFMA.BC;10/08/2023;1314;1315;1314;1315;1315;1
AFMA.BC;11/08/2023;1315;1315;1315;1315;1315;1
AFMA.BC;15/08/2023;1315;1341;1315;1341;1341;3
AFMA.BC;16/08/2023;1341;1341;1327;1327;1327;10
AFMA.BC;17/08/2023;1327;1327;1327;1327;1327;7
AFMA.BC;18/08/2023;1327;1327;1301;1301;1301;19
AFMA.BC;22/08/2023;1301;1315;1301;1315;1315;1
AFMA.BC;23/08/2023;1315;1315;1315;1315;1315;1
AFMA.BC;24/08/2023;1315;1315;1290;1290;1290;23
AFMA.BC;25/08/2023;1290;1310;1290;1310;1310;1
AFMA.BC;28/08/2023;1310;1310;1263;1263;1263;1
AFMA.BC;29/08/2023;1263;1263;1260;1260;1260;22
AFMA.BC;30/08/2023;1260;1260;1259;1259;1259;1
AFMA.BC;31/08/2023;1259;1259;1259;1259;1259;1
AFMA.BC;01/09/2023;1259;1259;1259;1259;1259;1
AFMA.BC;04/09/2023;1259;1259;1259;1259;1259;1
AFMA.BC;05/09/2023;1259;1259;1234;1234;1234;20
AFMA.BC;06/09/2023;1234;1234;1230;1230;1230;18
AFMA.BC;07/09/2023;1230;1249;1230;1249;1249;1
AFMA.BC;08/09/2023;1249;1249;1249;1249;1249;1
AFMA.BC;11/09/2023;1249;1249;1235;1235;1235;5
AFMA.BC;12/09/2023;1235;1254;1235;1254;1254;1
AFMA.BC;13/09/2023;1254;1254;1230;1230;1230;30
AFMA.BC;14/09/2023;1230;1248;1230;1248;1248;1
AFMA.BC;15/09/2023;1248;1248;1230;1230;1230;21
AFMA.BC;18/09/2023;1230;1230;1220;1220;1220;25
AFMA.BC;19/09/2023;1220;1239;1220;1239;1239;1
AFMA.BC;20/09/2023;1239;1244;1239;1244;1244;1
AFMA.BC;21/09/2023;1244;1250;1225;1225;1225;25
AFMA.BC;22/09/2023;1225;1225;1225;1225;1225;350
